"id","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","host_listing_count","availability_365"
1069266,5867023,"Michael","Manhattan","Midtown East",40.75685194386187,-73.96475423499014,"Entire home/apt",160,3,62,"2014-12-17",3.0,1,322
1846722,2631556,"Denise","Manhattan","Hamilton Heights",40.830599067480755,-73.94101427789764,"Entire home/apt",105,1,22,"2014-12-29",1.8,2,348
2061725,4601412,"Miao","Brooklyn","Bushwick",40.69218932278581,-73.92412000114966,"Private room",58,3,35,"2014-12-29",3.2,4,227
44974,198425,"Sara","Manhattan","West Village",40.73475108783765,-74.00259246421851,"Entire home/apt",185,10,26,"2014-10-30",0.5,1,274
4701675,22590025,"Charles","Manhattan","Chelsea",40.74528161142444,-73.9978362720106,"Entire home/apt",195,1,1,"2014-12-08",1,1,365
68914,343302,"Price","Brooklyn","Carroll Gardens",40.67905990251078,-73.9947304550928,"Entire home/apt",165,2,16,"2014-12-11",0.4,2,287
4832596,4148973,"Francisco","Brooklyn","Bushwick",40.68442184292363,-73.90988220936929,"Private room",80,1,0,"",,1,364
2562510,13119459,"Jordan","Manhattan","Chinatown",40.71931946775721,-73.99724678773971,"Private room",120,2,0,"",,1,273
3005360,4421803,"Jen","Manhattan","East Village",40.72602240909402,-73.98641795270885,"Entire home/apt",150,1,14,"2014-12-22",1.8,4,274
2431607,4973668,"Gloria","Brooklyn","Bedford-Stuyvesant",40.68642017908624,-73.93440170315284,"Shared room",40,4,10,"2014-09-02",1.3,4,335
1322641,2219808,"Garth","Brooklyn","Fort Greene",40.689062079268965,-73.97790508757038,"Entire home/apt",150,2,0,"",,1,334
4833061,24879430,"Dave","Brooklyn","Bushwick",40.68906437687605,-73.9161442833245,"Private room",75,1,0,"",,1,337
234327,652642,"John","Manhattan","Midtown",40.75112878359077,-73.98534537846896,"Shared room",80,3,7,"2014-11-04",0.2,25,365
2000287,10303472,"Vaughn","Brooklyn","Crown Heights",40.66779040317539,-73.93678658260579,"Private room",110,1,26,"2014-11-16",2.1,3,364
2525956,7365834,"Sebastian","Manhattan","Times Square/Theatre District",40.76067917656113,-73.98444315948774,"Entire home/apt",189,19,7,"2014-12-17",0.8,3,365
809929,4260203,"Megan","Manhattan","West Village",40.735109227863205,-74.00182142890779,"Entire home/apt",200,2,8,"2014-11-19",0.3,1,339
753622,869880,"Cynthia K","Manhattan","East Village",40.73328537571489,-73.98435659666161,"Private room",95,5,6,"2014-12-14",0.3,2,365
1781041,9348914,"Danielle","Manhattan","Washington Heights",40.86227014699852,-73.92701690256195,"Entire home/apt",125,1,2,"2014-06-10",0.1,1,365
4060165,1860033,"Skylar","Manhattan","Washington Heights",40.84796613793941,-73.93046644360669,"Shared room",35,7,6,"2014-12-19",1.8,3,365
4323940,4344968,"Margie","Brooklyn","Crown Heights",40.67099719010812,-73.95810659774152,"Entire home/apt",165,1,1,"2014-11-02",0.5,1,349
1832976,724988,"Shelli","Manhattan","Financial District",40.706879330516934,-74.00548581850539,"Private room",100,2,30,"2014-10-27",2.2,2,123
4218098,21892444,"Francesca","Manhattan","Harlem",40.8065259644748,-73.95193601272402,"Entire home/apt",110,2,2,"2014-10-21",0.7,1,191
4053471,3967335,"Molly","Brooklyn","Greenpoint",40.726067140874676,-73.95102527971355,"Private room",65,1,4,"2014-12-08",1.2,2,336
4831993,24873252,"Samantha","Brooklyn","Bushwick",40.69863005050939,-73.92853739885665,"Private room",200,1,0,"",,1,2
2596813,13298061,"George","Manhattan","Upper West Side",40.799322136824145,-73.96767927367665,"Private room",150,2,11,"2014-10-16",1.2,1,332
4810267,9374970,"Barrett","Manhattan","Chinatown",40.71812502875468,-73.99484809088337,"Private room",300,1,0,"",,1,2
312664,5926,"Cin","Manhattan","Harlem",40.81316064601613,-73.94902419043554,"Entire home/apt",255,1,33,"2014-12-01",1.0,10,324
4358437,22623725,"Marlyn","Manhattan","East Harlem",40.803615248935245,-73.9407924209845,"Private room",150,3,0,"",,1,365
26229,64206,"Mister","Manhattan","Greenwich Village",40.73400013210941,-73.99449085226311,"Entire home/apt",299,5,37,"2014-11-16",0.7,1,353
2993952,2731014,"Robert","Manhattan","Soho",40.723450218874184,-74.00325733078172,"Entire home/apt",195,1,1,"2014-06-28",0.2,1,213
3414741,10451037,"Owen","Manhattan","Civic Center",40.71117317910875,-74.00667597677095,"Entire home/apt",365,2,1,"2014-09-13",0.3,1,347
4796066,19805631,"Rod","Manhattan","Hell's Kitchen",40.76543852081717,-73.99463794076912,"Private room",105,1,1,"2014-12-29",1,2,1
1006877,72062,"Bruce","Manhattan","East Village",40.7302104882465,-73.98145036956456,"Entire home/apt",225,1,13,"2014-10-29",0.7,10,364
798391,3381805,"Jonathan","Manhattan","Hamilton Heights",40.824909463332084,-73.95137107962192,"Private room",90,2,2,"2014-01-04",0.2,1,220
4594464,23815697,"Amanda","Manhattan","Kips Bay",40.740098828568485,-73.97914504074915,"Entire home/apt",150,1,0,"",,1,283
3235070,14337132,"Norva","Manhattan","Harlem",40.801176410618496,-73.95450999433834,"Entire home/apt",125,2,3,"2014-11-30",1.1,1,6
2677222,13707331,"Shelly","Manhattan","Harlem",40.81094295350258,-73.95097065563552,"Private room",109,2,20,"2014-12-12",2.4,1,365
2309222,11791227,"David","Manhattan","Chelsea",40.741399579450025,-73.99747325195192,"Entire home/apt",400,1,0,"",,1,311
244481,282089,"Taka","Manhattan","Financial District",40.706543547642234,-74.00878387141472,"Private room",99,3,1,"2011-11-07",0.0,1,365
2407196,5905011,"Annette","Manhattan","Harlem",40.81904472586397,-73.94325285592457,"Private room",89,2,27,"2014-11-03",3.0,1,270
4713297,24355708,"Nicole","Manhattan","Noho",40.72633594599819,-73.99377219299367,"Entire home/apt",250,1,0,"",,1,360
4849849,24004927,"Eli","Queens","Astoria",40.77245497505148,-73.919226271785,"Private room",80,2,0,"",,1,89
4846095,22758010,"Kim","Brooklyn","Bushwick",40.69928064309289,-73.92903403111245,"Private room",65,5,0,"",,1,2
4879165,25100279,"Gal","Manhattan","Alphabet City",40.72371544214666,-73.98378124467273,"Entire home/apt",100,1,0,"",,1,349
3574160,4111729,"Mich","Manhattan","Upper East Side",40.779685073241,-73.95338560058268,"Entire home/apt",250,1,4,"2014-12-08",0.9,4,360
783964,2347382,"Lena & Ray","Queens","Astoria",40.75619433290943,-73.93004986898296,"Private room",66,2,33,"2014-12-01",1.4,3,361
3283782,2269804,"Katherine","Brooklyn","Bedford-Stuyvesant",40.69291683048619,-73.94824935340382,"Entire home/apt",160,2,0,"",,2,363
2769628,3464208,"Vjeko","Manhattan","Hamilton Heights",40.82322106311817,-73.95576409422202,"Private room",70,4,19,"2014-11-13",2.3,3,328
2568017,9113389,"Stephon","Brooklyn","Bedford-Stuyvesant",40.69227780609678,-73.93093563455834,"Private room",35,1,10,"2014-10-24",1.1,12,357
4719789,21328128,"Patrick","Brooklyn","Bedford-Stuyvesant",40.69960611574599,-73.94069027521321,"Private room",69,2,0,"",,2,365
3595080,1606560,"Zak","Manhattan","West Village",40.73636308687741,-74.0019405851008,"Private room",125,3,3,"2014-11-16",0.8,1,365
4468759,23185254,"Azumi","Manhattan","Hamilton Heights",40.826601056023485,-73.94592740515296,"Private room",50,7,0,"",,1,68
4791467,24695604,"Gina","Queens","Ridgewood",40.70566680417912,-73.91600831589078,"Private room",80,1,0,"",,1,1
995373,5467851,"Rebecca","Manhattan","Upper East Side",40.77322447407359,-73.9509101409176,"Entire home/apt",199,3,37,"2014-11-11",1.8,1,87
4786187,11082113,"Nat","Manhattan","Kips Bay",40.72919293487553,-73.97794437524088,"Entire home/apt",250,1,0,"",,2,0
3593884,3371804,"Philip","Brooklyn","Williamsburg",40.70760769701992,-73.94266308941617,"Entire home/apt",140,3,2,"2014-12-27",1.8,2,0
4329251,22478704,"L Be","Brooklyn","Williamsburg",40.71332286322144,-73.93629172168768,"Entire home/apt",149,3,2,"2014-12-22",1.0,1,122
2298170,6635885,"Robert","Manhattan","Greenwich Village",40.728007799901896,-74.00094807385518,"Entire home/apt",400,1,0,"",,1,312
3674563,3699311,"Alejandro","Manhattan","South Street Seaport",40.70776341094786,-74.00196747075233,"Private room",150,1,0,"",,1,365
1906230,6654717,"Shahla","Brooklyn","Williamsburg",40.71317201635311,-73.93690763312112,"Entire home/apt",275,7,3,"2014-03-17",0.2,1,1
857948,4431637,"Rebecca","Manhattan","Upper West Side",40.79456326294194,-73.96828413342705,"Private room",150,2,1,"2013-09-23",0.1,1,365
403666,101689,"Sasha","Brooklyn","Park Slope",40.67660167227941,-73.98390417705554,"Entire home/apt",139,6,1,"2012-08-19",0.0,1,272
1973503,616927,"Joe","Manhattan","Tribeca",40.716068700168634,-74.0078233877362,"Entire home/apt",275,3,5,"2014-12-15",0.5,1,285
843499,350553,"Stav","Manhattan","Harlem",40.812898065895936,-73.95213175684687,"Private room",60,3,3,"2014-10-20",0.2,1,298
111308,97476,"Sebastian","Brooklyn","Williamsburg",40.70892154577951,-73.96097462915604,"Private room",60,4,71,"2014-12-11",1.7,1,353
2842403,14538812,"Joshua","Manhattan","Harlem",40.81333632819274,-73.94587011233799,"Private room",60,2,16,"2014-12-14",3.1,1,87
2056723,9215509,"Jj","Brooklyn","Clinton Hill",40.68915092847904,-73.96535847543183,"Entire home/apt",150,1,14,"2014-10-30",1.5,5,365
2289259,11693793,"Jessica","Manhattan","Upper West Side",40.77728737380629,-73.98097763024272,"Entire home/apt",250,1,0,"",,1,314
4332961,1153352,"Evan","Manhattan","Lower East Side",40.719926702675,-73.98919368428342,"Entire home/apt",145,2,4,"2014-12-30",2.4,1,358
1846580,9646158,"Frederick","Brooklyn","Park Slope",40.66878586385817,-73.98226158749145,"Private room",65,2,27,"2014-12-02",2.3,1,361
67145,330660,"J2","Manhattan","Chelsea",40.746843975831986,-74.00205523477078,"Private room",125,3,17,"2014-08-12",0.4,1,78
67272,331589,"Melissa","Brooklyn","Boerum Hill",40.68208287423196,-73.9861437719281,"Entire home/apt",130,2,41,"2014-12-21",0.9,1,1
3540734,1096057,"Marielle","Manhattan","Flatiron District",40.73972573694073,-73.98945956421132,"Entire home/apt",350,2,0,"",,1,365
3344643,921046,"Anne + Daniel","Manhattan","Nolita",40.72437725472598,-73.99647351322793,"Entire home/apt",225,2,4,"2014-10-14",1.0,1,274
1509665,4132505,"Adam","Manhattan","Greenwich Village",40.73230575053047,-73.99672089181654,"Entire home/apt",219,1,17,"2014-10-19",1.1,2,107
2351967,12010916,"Andrew","Manhattan","Chelsea",40.74389822911504,-74.00197265813817,"Entire home/apt",209,2,6,"2014-11-11",0.9,1,229
511887,1264213,"Flo","Manhattan","Lower East Side",40.72218017650712,-73.98432974755697,"Entire home/apt",250,5,2,"2012-07-16",0.1,1,364
265626,1392974,"Patrick","Manhattan","Soho",40.72193994765082,-74.00095428868627,"Entire home/apt",200,1,37,"2014-12-16",1.0,1,363
45134,199330,"Purva","Manhattan","Upper West Side",40.80151570890966,-73.95862259580777,"Entire home/apt",149,3,36,"2012-05-01",0.7,1,0
2391094,12213079,"Melissa","Manhattan","Upper East Side",40.7773281408472,-73.95195710128871,"Entire home/apt",150,1,0,"",,1,62
752699,599076,"Stephanie","Brooklyn","Bushwick",40.70471892856426,-73.92130976793264,"Private room",250,1,2,"2013-04-12",0.1,5,363
3883866,20082466,"Ramtin","Manhattan","Morningside Heights",40.8141455312783,-73.96051432734191,"Private room",50,1,0,"",,1,307
1018769,5608267,"Shannon","Brooklyn","Clinton Hill",40.692152895968846,-73.95989210359892,"Private room",60,2,27,"2014-12-08",1.5,1,343
840989,2702260,"Latasha","Manhattan","Harlem",40.79864744210746,-73.95405242476133,"Private room",65,7,20,"2014-09-15",1.0,1,362
949455,3881311,"Jeanann","Brooklyn","Williamsburg",40.710586197252965,-73.94782826174884,"Private room",95,3,44,"2014-12-17",2.0,2,246
1456565,1386519,"David","Manhattan","Chelsea",40.74797410289496,-73.99302395769598,"Private room",200,2,8,"2014-11-03",1.0,1,259
4516565,9396478,"Tatyana","Manhattan","Upper East Side",40.774874572468654,-73.95026250570827,"Entire home/apt",150,1,0,"",,1,338
2318157,6781477,"Joseph","Brooklyn","Bedford-Stuyvesant",40.69177596534575,-73.9322977264018,"Entire home/apt",95,1,37,"2014-12-30",3.5,3,363
672616,3411265,"Litsa","Manhattan","Upper West Side",40.78319619863357,-73.97784602359555,"Entire home/apt",195,5,3,"2014-06-28",0.1,1,118
4250746,22057975,"Kevin","Brooklyn","Bushwick",40.692710834820346,-73.9253501146186,"Entire home/apt",170,3,5,"2014-12-14",1.9,1,364
3419800,17173536,"Andrew","Manhattan","Gramercy Park",40.734989789953374,-73.98032376781347,"Private room",100,1,0,"",,1,164
531208,2495836,"Sofia","Brooklyn","Williamsburg",40.70762077174371,-73.96763821741466,"Entire home/apt",450,2,11,"2014-07-08",0.4,1,355
1346501,3218639,"Allie + Matt","Manhattan","West Village",40.73303812464669,-74.00478644077,"Entire home/apt",300,1,2,"2014-01-07",0.1,1,224
3457987,17426845,"Candice","Manhattan","East Village",40.731016148173026,-73.99318230279695,"Entire home/apt",369,2,4,"2014-12-08",0.9,1,365
560075,2753545,"Michelle","Manhattan","Murray Hill",40.74825353535324,-73.97154998195106,"Private room",118,1,12,"2014-12-04",0.4,3,365
3849812,5080439,"Judith","Manhattan","Harlem",40.82499459547358,-73.9423835773374,"Private room",80,1,4,"2014-10-25",1.3,1,365
4595519,10575875,"Mailys","Manhattan","Noho",40.72800964714531,-73.99144523389765,"Entire home/apt",149,3,0,"",,1,44
799319,838848,"Sarah","Brooklyn","Fort Greene",40.690750311398986,-73.97192374618294,"Entire home/apt",133,1,30,"2014-12-18",1.2,1,365
335778,1708922,"Molly","Brooklyn","Greenpoint",40.72547997883087,-73.94617939909354,"Entire home/apt",169,1,6,"2014-09-27",0.4,1,284
54486,255748,"Michelle","Brooklyn","Crown Heights",40.67292169990744,-73.91307534839947,"Private room",50,2,54,"2014-11-19",1.1,3,274
729214,3787592,"Neil","Brooklyn","Greenpoint",40.72649204385554,-73.95519708802998,"Entire home/apt",142,5,5,"2014-11-06",0.2,1,351
4585985,8623519,"Sophie","Brooklyn","Williamsburg",40.715754788405334,-73.95573828762197,"Private room",85,1,1,"2014-12-26",1,1,28
1198681,5424141,"Wendy","Manhattan","Harlem",40.80500437113069,-73.94483503183166,"Entire home/apt",125,7,3,"2014-12-10",0.2,1,346
144428,700008,"Brandon","Manhattan","Midtown East",40.75444261496938,-73.96906687906245,"Entire home/apt",175,2,36,"2014-12-18",0.9,1,331
1313258,2454614,"Tom","Brooklyn","Williamsburg",40.71134391829869,-73.96052811049165,"Private room",85,3,33,"2014-11-17",1.9,1,365
4582817,3577565,"Achiya","Manhattan","Upper West Side",40.789429788316625,-73.97898774297136,"Entire home/apt",140,3,0,"",,1,23
1979502,10124527,"Matty","Manhattan","Harlem",40.81091778126056,-73.94073535646204,"Entire home/apt",195,3,1,"2014-01-03",0.1,1,365
449680,1812871,"Karen","The Bronx","Longwood",40.816108453698675,-73.89909446277363,"Entire home/apt",120,3,23,"2014-12-08",0.8,1,363
4840594,24911114,"Ruben","Brooklyn","Bay Ridge",40.63708664197188,-74.02527395038877,"Private room",99,1,0,"",,1,277
1960489,4087416,"Julian","Brooklyn","Williamsburg",40.71287167306718,-73.9643363219941,"Private room",100,1,32,"2014-12-30",2.4,8,310
2694583,5592626,"Brianne","Brooklyn","Bushwick",40.69774736439603,-73.93389231990014,"Entire home/apt",85,2,3,"2014-12-17",1.1,1,347
4808316,807190,"Elisa","Brooklyn","Crown Heights",40.67433783078519,-73.95461409983828,"Private room",40,3,0,"",,1,219
1193712,6281034,"Venera","Brooklyn","Williamsburg",40.71143958600937,-73.96160923722326,"Private room",110,1,21,"2014-12-17",1.3,2,294
130640,643114,"Manuel","Manhattan","Harlem",40.80442119876552,-73.95238608767445,"Entire home/apt",117,3,2,"2014-01-06",0.1,1,346
2198554,11215365,"Ashley","Brooklyn","Boerum Hill",40.686134094347956,-73.98126589167197,"Entire home/apt",145,1,6,"2014-09-14",0.7,1,363
1655824,5942292,"Monique","Brooklyn","Bedford-Stuyvesant",40.68193713547685,-73.94067865652774,"Entire home/apt",75,3,5,"2014-11-03",0.3,4,365
2907668,2971534,"Ramiro","Manhattan","Murray Hill",40.74748120411928,-73.9823946580989,"Entire home/apt",445,1,16,"2014-12-16",2.1,4,359
16089,656594,"C","Manhattan","Upper East Side",40.76940720362598,-73.95049758864337,"Entire home/apt",99,1,99,"2014-11-22",1.7,1,284
384058,1507558,"Ed","Manhattan","Lower East Side",40.71879473033467,-73.98957609810151,"Private room",150,3,9,"2014-03-01",0.3,2,365
3798625,15578446,"Michael","Brooklyn","Brighton Beach",40.58042461316083,-73.96015422302196,"Entire home/apt",149,1,0,"",,1,329
221421,59172,"Paulina","Manhattan","Harlem",40.800933429922175,-73.95479029963153,"Private room",85,7,11,"2012-07-26",0.3,5,365
2547067,7558447,"Diana","Manhattan","Washington Heights",40.86543935835843,-73.92619425623309,"Entire home/apt",90,2,8,"2014-11-12",0.9,2,359
1964864,3029564,"Carri","Brooklyn","Park Slope",40.66801389756226,-73.98464528769854,"Entire home/apt",110,2,3,"2014-12-26",1.9,1,154
1115381,6121678,"Kamala","Brooklyn","Park Slope",40.67770907420597,-73.9815221860313,"Private room",70,2,0,"",,1,21
4549951,23590420,"Ashton","Queens","Long Island City",40.74829994672332,-73.9479917949665,"Entire home/apt",80,1,1,"2014-12-26",1,1,22
4846600,23273183,"Laura","Brooklyn","Bushwick",40.699011111096574,-73.93308654912134,"Entire home/apt",86,6,0,"",,1,42
2192512,588270,"Dikla","Brooklyn","DUMBO",40.702155593966395,-73.98802022924076,"Entire home/apt",189,2,1,"2014-11-02",0.5,2,39
1806378,1929442,"Claudia And Leo","Brooklyn","Fort Greene",40.68585325220688,-73.97016479269773,"Entire home/apt",280,2,12,"2014-06-10",0.9,3,268
4868464,25042719,"Brooklyn","Brooklyn","Gowanus",40.671838965281815,-73.99144156640935,"Shared room",39,1,0,"",,1,4
2248368,1819355,"Hernan Mauricio","Queens","Rego Park",40.72595532336792,-73.85795859687741,"Private room",65,1,18,"2014-12-25",2.6,1,336
3170279,16079802,"Anna","Manhattan","Chelsea",40.74846368556215,-74.0003138646316,"Entire home/apt",230,3,0,"",,1,365
485026,2400932,"Keely","Brooklyn","Gowanus",40.67858306986418,-73.98537417632731,"Private room",70,1,17,"2014-06-30",0.6,2,364
583352,2423042,"Nitin","Manhattan","Alphabet City",40.72304198894864,-73.97923441141702,"Entire home/apt",120,21,5,"2013-06-20",0.2,1,0
52294,241678,"Vivi","Manhattan","Lower East Side",40.715403041844034,-73.99126799870196,"Entire home/apt",155,5,70,"2014-12-12",1.4,1,29
1283569,6982832,"Stephen & Nina","Manhattan","Upper West Side",40.776120053322614,-73.98257184003215,"Entire home/apt",220,4,43,"2014-12-19",2.5,1,333
682122,3475005,"Yolanda","Brooklyn","Flatlands",40.614060025635496,-73.92406065106938,"Entire home/apt",84,2,76,"2014-12-15",2.7,2,355
2932141,4519429,"Heather","Manhattan","Hell's Kitchen",40.76704117678599,-73.98663952950305,"Entire home/apt",199,1,3,"2014-12-07",1.1,1,220
2044189,10407636,"Jenifer","Brooklyn","Bedford-Stuyvesant",40.686368496464794,-73.94191824654072,"Entire home/apt",110,2,2,"2014-12-02",0.3,1,194
4453406,3009718,"Jamila","Brooklyn","Bedford-Stuyvesant",40.68514929283855,-73.9571298668272,"Entire home/apt",199,3,0,"",,2,365
4518946,23427949,"Torri","Manhattan","Kips Bay",40.73795155650702,-73.97849935985312,"Private room",125,7,0,"",,1,365
260635,1367354,"Nikki","Manhattan","Harlem",40.81453853732735,-73.94839201713187,"Entire home/apt",100,2,31,"2014-12-05",0.8,1,364
260672,1360296,"Daniela","Brooklyn","East New York",40.676804402938295,-73.8906713352066,"Private room",45,5,28,"2014-11-01",0.7,3,308
587740,2899508,"Tom & Jennifer","Manhattan","Soho",40.723717715983945,-74.00276735727998,"Entire home/apt",199,20,5,"2013-10-21",0.2,1,277
1644146,1338262,"Rachel","Brooklyn","Boerum Hill",40.68468155074914,-73.99145245327537,"Entire home/apt",150,3,35,"2014-11-17",2.2,1,355
2889379,14766787,"Patricia","Brooklyn","Bushwick",40.69133687720737,-73.90579995626783,"Private room",50,1,0,"",,1,225
273256,1429642,"Delia","Manhattan","East Harlem",40.79793032354565,-73.93611952289096,"Private room",200,6,0,"",,1,365
4798902,17057882,"Wanmeng","Manhattan","East Village",40.73263325019655,-73.98973631547037,"Private room",88,1,0,"",,1,243
2686825,13753825,"Brigitte","Manhattan","West Village",40.73352623579336,-74.00474840499383,"Entire home/apt",160,1,3,"2014-10-17",0.4,1,187
602453,2316922,"Nat","Brooklyn","Park Slope",40.66413013566174,-73.97803073225667,"Private room",85,4,11,"2014-11-09",1.5,1,354
1637821,573909,"Kathryn And Chloe","Brooklyn","Bedford-Stuyvesant",40.69277714322204,-73.93697204217231,"Private room",70,5,48,"2014-12-10",3.1,1,14
445700,1684592,"Edwin","Manhattan","Tribeca",40.71605238823982,-74.0052342781128,"Entire home/apt",170,1,29,"2014-12-20",0.9,1,176
4566308,62345,"Jaye","Manhattan","Hell's Kitchen",40.76526768792927,-73.98866384183242,"Private room",108,2,2,"2014-12-30",2,2,365
1657110,8315861,"Jonathan","Manhattan","West Village",40.73512868850256,-74.00415648081838,"Entire home/apt",295,3,24,"2014-12-16",1.6,1,239
3866715,5735837,"Thomas","Manhattan","Chelsea",40.74709902806212,-73.99470335054382,"Private room",320,1,0,"",,2,365
1355451,7356136,"Dane","Manhattan","Washington Heights",40.84184974624659,-73.93737345144866,"Entire home/apt",125,5,11,"2014-10-05",0.7,1,359
531091,1787284,"Dragan","Queens","Astoria",40.75532218176808,-73.91603246170243,"Entire home/apt",99,2,100,"2014-12-29",3.7,1,317
775362,2051125,"Wayne","Brooklyn","Williamsburg",40.70695330132524,-73.95606960246991,"Private room",55,10,0,"",,1,336
1864757,194918,"Mark","Manhattan","Upper East Side",40.7792424422135,-73.95559539502094,"Entire home/apt",550,3,6,"2014-06-23",0.5,1,357
209287,63394,"Oscar","Manhattan","Chelsea",40.746878208956566,-74.00168934107192,"Shared room",98,4,27,"2014-12-06",0.7,2,365
4587845,23774810,"E","The Bronx","Kingsbridge",40.88622677483581,-73.90406043763805,"Private room",50,1,0,"",,1,364
3422670,17251787,"Sam","Manhattan","Chelsea",40.74262809444212,-74.00428476694047,"Private room",150,4,0,"",,1,165
2235999,11415824,"Allison","Manhattan","Harlem",40.80908370558646,-73.94221662949285,"Entire home/apt",1200,1,0,"",,1,323
3415648,1216641,"Paige","Manhattan","West Village",40.734352210809696,-74.00798589317395,"Entire home/apt",189,1,3,"2014-10-14",0.5,1,252
3939974,10729258,"Alexey","Manhattan","Hell's Kitchen",40.758318347305476,-73.9900318047561,"Private room",120,4,1,"2014-10-28",0.4,2,164
597650,2648341,"Jackie","Manhattan","West Village",40.732065300722695,-74.00219513924706,"Entire home/apt",250,3,3,"2012-08-28",0.1,1,168
1906454,9889178,"Russell","Manhattan","Kips Bay",40.74024820432291,-73.9773056712924,"Entire home/apt",175,7,0,"",,1,365
268549,1378790,"Linlin","Manhattan","Alphabet City",40.72563770457028,-73.98241148879342,"Private room",65,3,38,"2014-12-10",1.1,1,365
4529821,9830394,"Vanessa","Brooklyn","Crown Heights",40.676409730829576,-73.9516152086349,"Entire home/apt",250,3,0,"",,3,355
209380,1031630,"Breanna","Manhattan","Chinatown",40.7198303374671,-73.99553426119844,"Private room",95,1,77,"2014-12-10",2.0,1,181
14983,58979,"Jennifer","Manhattan","Chelsea",40.74361162484472,-73.99945867622553,"Private room",165,3,23,"2014-11-07",0.4,1,363
4799119,24727907,"Chris","Queens","Astoria",40.76343389757534,-73.92302200668475,"Entire home/apt",105,1,0,"",,1,338
471845,2220859,"Verena  And Dylan","Brooklyn","Bedford-Stuyvesant",40.68229048978592,-73.94286641600102,"Private room",120,1,3,"2013-09-01",0.1,1,363
14374,2339,"Dimitri","Manhattan","Alphabet City",40.72207127589455,-73.9839625637744,"Entire home/apt",270,3,72,"2014-11-17",2.1,2,330
4644073,17462748,"Steven","Brooklyn","Bushwick",40.68811167920446,-73.91316138905009,"Entire home/apt",285,3,0,"",,9,347
2693522,13785793,"Gordon","Manhattan","Lower East Side",40.716284038049174,-73.99077591053694,"Private room",175,1,0,"",,1,365
596391,2948491,"Ananthan","Manhattan","Chelsea",40.7474833342709,-74.00570485277463,"Entire home/apt",219,4,10,"2014-12-09",0.3,1,365
4250858,10027131,"Alexey","Brooklyn","Midwood",40.615355756847876,-73.95337679998845,"Shared room",33,1,0,"",,23,365
4250876,10027131,"Alexey","Brooklyn","Midwood",40.61541864761875,-73.95365349077203,"Shared room",33,1,1,"2014-12-04",1,23,362
4135645,19010261,"Geo","Manhattan","Alphabet City",40.7283410915502,-73.97755779743358,"Private room",97,1,22,"2015-01-01",7.3,1,327
4334007,2470739,"Sarah","Manhattan","East Village",40.72855812953287,-73.98720615712199,"Entire home/apt",349,2,11,"2014-12-27",4.6,1,330
2307298,11784239,"Mateo","Brooklyn","Williamsburg",40.712709092644,-73.9665381386138,"Private room",1400,1,0,"",,1,311
4530634,23490070,"Devon","Brooklyn","Carroll Gardens",40.68195938722137,-74.00327336327267,"Private room",50,1,0,"",,1,43
4351347,21558200,"Mark","The Bronx","Wakefield",40.89298078582511,-73.86232415837085,"Entire home/apt",195,1,0,"",,1,365
2252990,11506263,"Matt","Manhattan","Kips Bay",40.743824846057024,-73.98129140247251,"Entire home/apt",800,1,0,"",,1,320
2308854,11790396,"Naleye","Manhattan","Alphabet City",40.72638488803332,-73.98225494359528,"Entire home/apt",175,3,4,"2014-08-19",0.4,1,362
2308799,11790373,"James","Manhattan","Hell's Kitchen",40.75979538858498,-73.99698730249857,"Entire home/apt",1000,1,0,"",,1,311
4546312,18065544,"Nate","Brooklyn","Williamsburg",40.70661058026666,-73.94134270001071,"Entire home/apt",450,1,0,"",,4,258
1546018,8238819,"Shana And Eric","Brooklyn","Greenpoint",40.733061016711524,-73.95416050721329,"Private room",83,1,26,"2014-12-22",1.9,1,343
1788553,6465636,"Andrew","Brooklyn","Downtown Brooklyn",40.694559423195855,-73.98456617754273,"Entire home/apt",200,3,4,"2014-12-10",0.3,1,362
1301836,7068873,"Rassan And Laurel","Manhattan","Soho",40.72817033994866,-74.00040534152576,"Entire home/apt",220,1,6,"2014-09-15",0.3,1,282
855150,4467358,"Lola","Manhattan","Soho",40.72477959694937,-74.00070210768732,"Entire home/apt",275,1,42,"2014-12-15",1.9,1,355
585300,1267021,"Sharma","Queens","Jackson Heights",40.75061877750279,-73.89398914793912,"Private room",79,3,4,"2014-10-04",0.1,5,365
4607490,4158694,"Alexander","Manhattan","Lower East Side",40.71943523393314,-73.98623219880398,"Entire home/apt",96,1,0,"",,2,305
694066,2408226,"Adam","Manhattan","Hell's Kitchen",40.759807063713815,-73.99287697554124,"Entire home/apt",250,1,58,"2014-12-09",2.1,1,358
871973,1040156,"Ms.Altyn","Brooklyn","Bushwick",40.69753843769226,-73.9304136914909,"Private room",70,2,6,"2015-01-01",0.4,2,365
2552580,13068709,"Jason","Manhattan","Midtown East",40.753743978444476,-73.97506187667226,"Entire home/apt",159,3,26,"2014-12-04",2.7,1,334
4058949,7831209,"Gus","Manhattan","East Harlem",40.806168441116036,-73.93867685747833,"Private room",45,1,8,"2014-12-28",2.3,8,359
272353,1425449,"Lenie","Manhattan","Kips Bay",40.74233579013726,-73.98028217683596,"Entire home/apt",199,1,60,"2014-12-18",1.6,1,267
